Judul;Nomor Klasifikasi;Nama Klasifikasi;Kode Eksemplar
Chinese bridges living architecture from china's past;728;Kesenian, hiburan, dan olahraga;<60199>
Elements of china water, wood, fire, earth, gold;334;Ilmu-ilmu sosial;<60200>
Standard course HSK 1 Workbook;495;Bahasa;<60201>
Hello Indonesia Life+ vol 1 Nomor 2 Juli 2022;405;Bahasa;<60202><60203><60204>
New silk road a journey restarts;382;Ilmu-ilmu sosial;<60205>
Education for 1.3 Billion former chinese vice premier on;495;Bahasa;<60195>
Kata kunci tiongkok satu sabuk satu jalan;495;Bahasa;<60191>
Gesins praktiese chinese medisyne -terapie;616;Ilmu-ilmu terapan;<60192>
Talk chinese series campus talk;495;Bahasa;<60193>
Dangdai guowai zhongguxue yanjiu;370;Ilmu-ilmu sosial;<60194>
Meeting in china Pratical chinese: listening comprehension;495;Bahasa;<50994>
Meeting in china practical chinese : an elementary course;495;Bahasa;<50987><50993>
Gourd silk, papuu praktiese tutorial;786;Kesenian, hiburan, dan olahraga;<50988>
Workbook  II a business trip to china conversation & application;650;Ilmu-ilmu terapan;<50989>
Map of the people's republic of china;912;Geografi dan sejarah;<50990>
Map of the world;912;Geografi dan sejarah;<50991>
Photo graph;770;Kesenian, hiburan, dan olahraga;<50992>
Tradisional chinese medicine- behandeling van gesondheid en gesondheid;616;Ilmu-ilmu terapan;<50995>
Meeeting in china practical chinese : reading & writing 1;495;Bahasa;<50996>
Meeeting in china practical chinese : reading & writing 2;495;Bahasa;<50997>
Kamus bergambar mandarin-indonesia;413;Bahasa;<50998>
Gatewau to business chinese daily communication;650;Ilmu-ilmu terapan;<60189>
Gateway to business chinese regular formulas and etiquette;650;Ilmu-ilmu terapan;<50999>
Bahasa mandarin sehari-hari sangat berguna dalam komunikasi sehari;495;Bahasa;<60190>
Step by step chinese elementary chinese characters;495;Bahasa;<50962><50963><50964>
Step by step chinese intensive chinese elementary I;495;Bahasa;<50965><50966>
Experiencing chinese workbook middle school 1 A;495;Bahasa;<50979>
Experiencing chinese workbook middle school 2 B;495;Bahasa;<50978>
Experiencing chinese workbook middle school 2 A;495;Bahasa;<50977>
Experience chinese student book middle school 2 A;495;Bahasa;<50976>
Textbook II a business trip to china conversation & application;650;Ilmu-ilmu terapan;<50975>
Huajiao Society News;70;Karya umum;<50974>
Learning chinese, double your world;495;Bahasa;<50973>
Experiencing chinese student book middle school 2 B;495;Bahasa;<50972>
Standard course HSK 2;495;Bahasa;<50986>
Chengo chinese teacher's book 1;495;Bahasa;<50983>
Chengo chinese student's Book 2;495;Bahasa;<50985>
Chengo chinese student's book 1;495;Bahasa;<50984>
Chengo chinese student's book 4;495;Bahasa;<50981><50982>
Experiencing chinese student book middle school 1 A;495;Bahasa;<50980>
Step by step chinese, chinese speaking elementary  I;495;Bahasa;<50942><50943>
Step by step chinese intermediate speaking 1;495;Bahasa;<50958><50959><50960><50961>
Step by step chinese intermediate speaking 2;495;Bahasa;<50954><50955><50956><50957>
Step by step chinese intermediate speaking 3;495;Bahasa;<50950><50951><50952><50953>
Step by step chinese intermediate speaking 4;495;Bahasa;<50946><50947><50948><50949>
Step by step chinese intensive chinese elementary II;495;Bahasa;<50944><50945>
Road to success lower in termediate 2;495;Bahasa;<50924><50925>
Lomba dan pameran chinese kaligrafi tingkat nasional Indonesia jakarta, 22 Oktober 2022;746;Kesenian, hiburan, dan olahraga;<50926><50927><50928><50929>
Road to success upper elementary 2;495;Bahasa;<50930><50931><50932><50933><50934><50935><50936><50937><50938>
Road to success lower elementary 2;495;Bahasa;<50907><50908><50909><50910>
Experiencing Chinese workbook elementary school 1;495;Bahasa;<50902><50903><50904><50905><50906>
Great wall chinese essentials in communication textbook 3;400;Bahasa;<50886><50887><50888><50889><50890><50891><50892><50893><50894><50895><50896><50897><50898><50899><50900><50901>
Great wall chinese essentials in communication textbook 4;400;Bahasa;<50866><50867><50868><50869><50870><50871><50872>
Great wall chinese essentials in communication textbook 2;400;Bahasa;<50873><50874><50875><50876><50877>
Standard course HSK 4T;495;Bahasa;<50880><50881>
Standard course HSK 1;495;Bahasa;<50864><50865>
Standard course HSK 3;495;Bahasa;<50885><50884>
Road to success lower intermediate 1;495;Bahasa;<50914><50915><50916><50917><50920><50921><50922><50923><50918><50919>
Angels & Demons;813;Kesusastraan;<19065><21020><24406><24407><24408><24409><24410><24411><24412>
Negeri di ujung tanduk;813;Kesusastraan;<N260>
INTERMEDIATE ACCOUNTING VOL.2;657;Ilmu-ilmu terapan;<27783><27989><27990><27991><27992><27993><28559>
Tanjungpinang Punya Cerita : Bunga Rampai Puisi dan Cerpen Berlatar Kota Tanjungpinang;811;Kesusastraan;<43447><1811>
Hak asasi manusia dalam fikih kontemporer;297;Agama;<26392><26393><26394><26395><26396><26397><26398><27457>
Pedoman Penyusunan Kebijakan Akuntansi pemerintahan Daerah;657;Ilmu-ilmu terapan;<001><001.2><278><43403>
POLITIK INTERNASIONAL KERANGKA UNTUK ANALISIS EDISI KEEMPAT  JILID 2;320;Ilmu-ilmu sosial;<022.11>
Aneka Masalah Hukum Perdata Islam di Indonesia;297;Agama;<15.396.1><15.396.2>
Ilmu Sosial dan Budaya Dasar Ed. Revisi;301;Ilmu-ilmu sosial;<15.479.1><15.479.2><15.479.3><15.479.4>
SOSIOLOGI ILMU PENGETAHUAN BERPARADIGMAG;301;Ilmu-ilmu sosial;<15.53.1><15.53.2>
PERBANDINGAN SISTEM PEMERINTAHAN;320;Ilmu-ilmu sosial;<37355><37372><46557><46558><46559><46560><46561><46562><46563><46564>
Spss 20 shortcourse series;310;Ilmu-ilmu sosial;<188.011><32351><32352>
MENULIS;372;Ilmu-ilmu sosial;<199APBN3.1><199APBN3.2><199PB3.3><199APPBN3.4><199APPBN3.5><199APPBN3.6><1800.1><1800.2><30128><30129><30130><30189><18644><30628><32505>
Dasar-dasar evaluasi pendidikan;370;Ilmu-ilmu sosial;<D122><049sm3><123sm3><192sm3><252sm3><332sm3><496sm3><581APBN3.1><581PB3.1><581APBN3.3><581APBN3.4><581THP3.5><581APBN3.6><581THP3.7><581APBN3.8><18242><19323><21014><30319><30396>
Dasar-dasar keterampilan menulis;373;Ilmu-ilmu sosial;<160PB3.1><576APBN3.1><576THP3.2><576THP3.3><576THP3.4><576THP3.5><576APBN3.6><19989><31411><40722><32414><60159><60165><32527><21884>
Teaching with heart;371;Ilmu-ilmu sosial;<45519><45520><45679><45718><45731><45748><45869>
TAFSIR TARBAWI;297;Agama;<21965>
Model pembelajaran arias;371;Ilmu-ilmu sosial;<546.1><2656.1>
Kebijakan Ekonomi Umar Bin Khatab;297;Agama;<21192>
HUSNUZZHAN DALAM PERSPEKTIF PSIKOLOGI;297;Agama;<50615>
Menuju Indonesia Sebagai Poros Maritim Dunia;508;Ilmu-ilmu murni;<50136><50137><27470><29671><43732>
MENUJU INDONESIA SEBAGAI POROS MARITIM;5;Karya umum;<50404><27473><27805><38941>
Penelitian tindakan kelas;370;Ilmu-ilmu sosial;<19867><19868><19869><19870><19871><19872><19873><20912><31455><28775><28776>
Penelitian Tindakan Kelas;371;Ilmu-ilmu sosial;<39643>
Menjadi Penulis & Penyunting Sukses;808;Kesusastraan;<21241>
Rujukan induk akhlak rasulullah;297;Agama;<17347>
KEUTAMAAN ASMA'UL HUSNA SIFAT 20 & SHALAWAT;297;Agama;<50604>
ANTARA ISLAM DAN BARAT;297;Agama;<50431>
KEAJAIBAN SYAHADAT;297;Agama;<50614>
SAAT FITNAH MENGHADANG;297;Agama;<50606>
Analisis swot Kebijakan pendidikan era otonomi daerah;379;Ilmu-ilmu sosial;<35550>
ANALISIS SWOT KEBIJAKAN PENDIDIKAN ERA OTONOMI DAERAH;371;Ilmu-ilmu sosial;<15.34.1><15.34.2><32712><32867><32933><32934><32935><32964><23176><28829><28830>
Pengantar sosiologi politik;306;Ilmu-ilmu sosial;<1463.3.1><14.2><508sm3><14.1><15.49.2><15.49.1><391><B003051><B003052><1738.1><22261><21615>
Sosiologi pedesaan jilid 2;307;Ilmu-ilmu sosial;<212PB3.1><212PB3.4><212PB3.5><42217><42218><42954><39227><39290>
SOSIOLOGI PEDESAAN KUMPULAN BACAAN JILID 2;307;Ilmu-ilmu sosial;<21972><27804><29791>
Sosiologi Pedesaan Jilid 1;308;Ilmu-ilmu sosial;<38433><42948><42216><212pb3.3><26112><26113><26114><26115><26116><26117><42219><38511><39652><43749><212pb3.6><212pb3.2>
HACCP dan penerapannya dalam industri pangan;639;Ilmu-ilmu terapan;<1286.3.1><1286.3.2><29953><43888>
Akuntansi perbankan syariah berbasis PSAK Syariah;297;Agama;<26416><26417><26418><26419><26420><26421><26422>
Dinamika Politik Hukum di Indonesia;340;Ilmu-ilmu sosial;<27357><27358><27359><27360><27361><27362><27363><27364>
What it takes to be an excellent leader prinsip dasar memimpin diri sendiri orang lain dan TIM;158;Filsafat;<46789>
Administrasi Negara : Isu-Isu Kontemporer;351;Ilmu-ilmu sosial;<43782>
Ilmu Sosial dan Budaya Dasar;301;Ilmu-ilmu sosial;<15.485.1><15.485.2><1475.2><1475.3><1475.4><1475.5><1475.6><30491><42929><42947><42953><23461><39673>
Hukum Perdata Islam di Indonesia;297;Agama;<15.434.1><15.434.2><26437><26438><26439><26440><26442><26443><26444><26445>
metodologi penelitian sastra;1;Karya umum;<M069><30018><30019><23009>
Metode penelitian;1;Karya umum;<22351><22487><24489>
ASSASSIN KAUM PEMBUNUH DARI LEMBAH ALAMUT;813;Kesusastraan;<21958>
MEMASUKI DUNIA E-LEARNING;4;Karya umum;<36303>
Metodologi ilmu pemerintahan (Edisi Revisi yang Diperluas);1;Karya umum;<17161><17370><30203>
Bahasa tionghoa sehari series 1-6;495;Bahasa;<50882><50883>
Chinas's history;931;Geografi dan sejarah;<50878><50879>
Meeting in China practical chinese : speaking;495;Bahasa;<50862><50863>
Ayo belajar bahasa Tionghoa tingkat pemula buku siswa;495;Bahasa;<50911><50912><50913>
Pelajaran Percakapan Bahasa Tionghoa-Indonesia Sehari-Hari;495;Bahasa;<43572>
Bahasa tionghoa standar tingkat dasar jilid 1;495;Bahasa;<50860><50861>
Mysteries of Xinjiang;931;Geografi dan sejarah;<50859>
Talk Chinese series it talk;4;Karya umum;<50850><50851>
Sunnah dan syi'ah dalam dialog sayid syarafuddin al-musawi;297;Agama;<50845><50844>
Dinamika kebijakan dan praktik penyelenggaraan perumahan dan kawasan permukiman;712;Kesenian, hiburan, dan olahraga;<50842><50843>
Chinese 2008 travel chinese;910;Geografi dan sejarah;<50846>
Chinese 2008 Transportation chinese;385;Ilmu-ilmu sosial;<50848>
Chinese 2008 Daily Chinese;495;Bahasa;<50847>
Chinese 2008 sports chinese;790;Kesenian, hiburan, dan olahraga;<50849>
Xinhua Dictionary;413;Bahasa;<50852><50853>
800 Aksara Tionghoa;91;Karya umum;<50854><50855><50856><50857><50858>
TEORI DAN APLIKASI MANAJEMEN PENDIDIKAN;374;Ilmu-ilmu sosial;<50820>
Guru mahir menulis kreatif;370;Ilmu-ilmu sosial;<50819>
Biologi dasar panduan belajar mandiri (teori dan praktik) bagian I;570;Ilmu-ilmu murni;<50818>
Jingga untuk matahari;813;Kesusastraan;<50817>
Santri pilihan bunda;813;Kesusastraan;<50813>
In Teachers we trust pedoman finlandia untuk menjadi sekolah bertaraf dunia;370;Ilmu-ilmu sosial;<50814>
Pengantar ilmu manajemen;659;Ilmu-ilmu terapan;<50821>
Perkembangan hewan;574;Ilmu-ilmu murni;<50804>
Pendidikan karakter konsep dan implementasi;370;Ilmu-ilmu sosial;<50713><50805>
new york times bestselling series;813;Kesusastraan;<50803>
Produksi & editing video untuk pemula;779;Kesenian, hiburan, dan olahraga;<50807>
Seperti sungai yang mengalir buah pikiran dan renungan;813;Kesusastraan;<50815>
Jangan membuat masalah kecil jadi masalah besar;150;Filsafat;<50811>
Mereka bilang aku kemlinthi;813;Kesusastraan;<50812>
The miracle of vitamin D;613;Ilmu-ilmu terapan;<50808>
Konseling individual teori dan praktek;158;Filsafat;<50809>
Beternak magot;338;Ilmu-ilmu sosial;<50806>
Ayo budik damber solusi cerdas berkebun dan beternak ikan di lahan terbatas;635;Ilmu-ilmu terapan;<50822><50823><50824><50825><50826>
Adobe photoshop komplet (update version);7;Karya umum;<50828>
Manajemen komunikasi pemasaran;659;Ilmu-ilmu terapan;<50827>
Teori representasi grup hingga;511;Ilmu-ilmu murni;<50840>
Belajar coding itu penting di era revolusi industri 4.0;5;Karya umum;<49829><50839>
Analisis sistem teknik kimia;660;Ilmu-ilmu terapan;<50838>
Sistem dan administrasi pemerintahan daerah teori, regulasi, dan implementasi;350;Ilmu-ilmu sosial;<50830>
Metode penelitian hukum normatif dan empiris;340;Ilmu-ilmu sosial;<26146><26147><26148><26149><26150><26151><50832>
Paradigma terbaru pendidikan kewarganegaraan untuk mahasiswa;324;Ilmu-ilmu sosial;<50833>
Pengantar memahami filsafat ilmu & dasar logika;121;Filsafat;<50834>
Sebuah pengantar singkat ekonomi;330;Ilmu-ilmu sosial;<50787>
Seni berkata tidak;808;Kesusastraan;<50785>
Pengembangan alur pembelajaran trigonometri dari teori hingga implementasi;516;Ilmu-ilmu murni;<50650>
Manajemen modal insani strategu menggerakkan pertumbuhan saat disrupsi dan pasca-pandemi;658;Ilmu-ilmu terapan;<50783>
Pembangunan sosial teori & praktik;300;Ilmu-ilmu sosial;<50790>
Pengantar toksikologi fungisida;572;Ilmu-ilmu murni;<50791>
Mikrobiologi konsep dasar dan teknik laboratorium;616;Ilmu-ilmu terapan;<50792>
Pengambilan keputusan landasan,;658;Ilmu-ilmu terapan;<50793>
Pengantar ilmu komunikasi;302;Ilmu-ilmu sosial;<50730><50841>
Kupas tuntas form control excel;4;Karya umum;<49594><50837>
Bimbingan & konseling di sekolah & perguruan tinggi teori & aplikasi;371;Ilmu-ilmu sosial;<50728><50836>
Pengantar psikologi belajar;100;Filsafat;<50796>
Analisis laporan keuangan sebagai dasar pengambilan keputusan investasi;657;Ilmu-ilmu terapan;<50799>
Perancangan basis data dalam teori dan praktik;6;Karya umum;<49883><50800>
Pengantar ilmu pendidikan;370;Ilmu-ilmu sosial;<48204><49543><50802>
Kasus-kasus manajemen perusahaan indonesia;658;Ilmu-ilmu terapan;<50754>
Etika administrasi negara;170;Filsafat;<50755>
Dari berpikir positif ke bertindak positif;153;Filsafat;<50756>
KONSELING INDIVIDUAL TEORI DAN PRAKTEK;158;Filsafat;<742APBN3.1><742APBN3.2><742APBN3.3><742APBN3.4><742APBN3.5><30044><20979><31397><50102><50103><50104><50105><42671><42677>
Lumpu;813;Kesusastraan;<50759>
Metodologi penelitian kebudayaan;1;Karya umum;<50761>
Filsafat untuk kehidupan mengembangkan akal sehat dan nurani untuk kehidupan;114;Filsafat;<50765>
Distribusi daya listrik teori dan praktik;621;Ilmu-ilmu terapan;<50766>
Lavender;813;Kesusastraan;<50772>
Mengerti metaverse;4;Karya umum;<50768>
Konseling Keluarga;210;Agama;<865MHS3.1><50769>
Life is short, make it great hidup ini singkat jangan dibuat berat;155;Filsafat;<50746>
Patah untuk tumbuh;895;Kesusastraan;<50742>
Perpajakan indonesia seri belajar dan ponduan praktis;336;Ilmu-ilmu sosial;<50743>
Rekognisi hukum adat dan masyarakat;341;Ilmu-ilmu sosial;<50744>
Implementasi blended learning dengan microsoft teams;371;Ilmu-ilmu sosial;<50750>
Seni berbicara kepada siapa saja, kapan saja, di mana saja;808;Kesusastraan;<50751>
Si anak spesial;813;Kesusastraan;<50735>
Menunggu itu ada seninya;813;Kesusastraan;<50736>
Seni bijak berbicara refleksi untuk selalu berucap baik dan bermanfaat;808;Kesusastraan;<50737>
Mind, self & society : pikiran, diri, dan masyarakat;300;Ilmu-ilmu sosial;<50740>
Kebijakan hukum produk halal di indonesia;353;Ilmu-ilmu sosial;<49735><49736><50738>
Politik dan akuntansi keperilakuan membuka kotak pandora;364;Ilmu-ilmu sosial;<50776>
Metodologi Penelitian;1;Karya umum;<35055><50774>
Fallen gladly;813;Kesusastraan;<50775>
Hukum perjanjian teknologi informasi dan kejahatan;346;Ilmu-ilmu sosial;<50777>
Pengantar hukum tata negara;340;Ilmu-ilmu sosial;<50779>
Mataraisa;813;Kesusastraan;<50780>
Simple trading simple investing;332;Ilmu-ilmu sosial;<50727>
Persepsi sikap, dan prasangka dalam komunikasi antarbudaya;303;Ilmu-ilmu sosial;<50729>
Membuat aplikasi stok barang dengan VBA macro Excel dan Access;6;Karya umum;<50731>
Mengeksplorasi fungsi if excel;6;Karya umum;<50773>
Ilmu Hukum;340;Ilmu-ilmu sosial;<50723>
Pengembangan lahan basah rawa & gambut maslahat & mudarat;631;Ilmu-ilmu terapan;<50715>
Akuntansi keuangan menengah berdasarkan SAK;657;Ilmu-ilmu terapan;<50719>
Keamanan basis data relasional;6;Karya umum;<50721>
Pemberdayaan masyarakat Desa;307;Ilmu-ilmu sosial;<48378><48379><50726>
Morfologi anatomi dan sistematika tumbuhan;574;Ilmu-ilmu murni;<49857><50716>
Senjata hebat para introver hal-hal yang dianggap;813;Kesusastraan;<50709>
Kepemimpinan sejarah, teori, dan implementasinya pada pengusaha kecil;303;Ilmu-ilmu sosial;<50703>
Membangun aplikasi dengan android flutter studi kasus : aplikasi smart medic;5;Karya umum;<50702>
Teori tawa dan cara-cara melucu lainnya;813;Kesusastraan;<50687>
Sukses budi daya lobster  air tawar dan air laut;639;Ilmu-ilmu terapan;<50686>
Sure you can ready for toefl test : test of english as a foreign langguage;425;Bahasa;<48034><48035><49929>
A waken the giant within bagaimana memegang;153;Filsafat;<50689>
Logika matematika untuk analisis algoritma;511;Ilmu-ilmu murni;<50681><50682>
My perfect imperfection;813;Kesusastraan;<50700>
Milana (kumpulan Cerpen);813;Kesusastraan;<50714>
Belajar sendiri pivot table excel untuk pemula berlaku pada excel 2007,2010,2016 & 2019;5;Karya umum;<50694><50704>
Together;813;Kesusastraan;<50696>
Think and grow rich cara para jutawan dan miliader meraih kekayaan;330;Ilmu-ilmu sosial;<50690>
Sinonim : seri terampil menulis Bahasa Indonesia;413;Bahasa;<48026><48027><48028><48029><49369><49709><49785><50667>
Majnun;813;Kesusastraan;<50648>
Kebijakan bank sentral teori dan praktik;355;Ilmu-ilmu sosial;<46524><49658><49659><50675>
Pengantar sosiologi pedesaan dan pertanian;303;Ilmu-ilmu sosial;<49909><49943><50674>
Konsep dasar ilmu pendidikan;370;Ilmu-ilmu sosial;<50649><50663>
Hukum perlindungan konsumen (suatu pendekatan praktis dan aplikatif);340;Ilmu-ilmu sosial;<49742><49743><50669><50670><50671>
Manajemen perencanaan keuangan;657;Ilmu-ilmu terapan;<50651>
Mahir akuntansi untuk usaha mikro kecil, dan menengah;657;Ilmu-ilmu terapan;<50652>
Teori hukum;340;Ilmu-ilmu sosial;<49737><49738><49739><50665>
Manajemen sumber daya manusia;658;Ilmu-ilmu terapan;<50654>
Manajemen Pengambilan Keputusan;658;Ilmu-ilmu terapan;<17562><32319><32320><32321><42349><50659>
Betapa nabi kangen padamu;297;Agama;<50656>
SPSS untuk penelitian;310;Ilmu-ilmu sosial;<568SM3><1616.4><1616.1><1616.2><1616.3><499.1><1616.5><1616.6><40565><40566><32816><50660>
Millenial investing;333;Ilmu-ilmu sosial;<50643>
9 Keajaiban sunnah Rasulullah teladani kebiasaan nabi, raih kebahagian hakiki;297;Agama;<50642>
Hargai diri sendir dan berhentilah tersakiti;153;Filsafat;<50646>
Emotional intelligence kecerdasan emosional;153;Filsafat;<50644><50645>
Kupas tuntas beternak sapi potong;637;Ilmu-ilmu terapan;<49986>
Hukum pidana khusus;345;Ilmu-ilmu sosial;<49988><49989>
Etika itu keren membudayakan etika dalam profesi;170;Filsafat;<49991>
Metode analisis data penelitian : pendekatan regresi;1;Karya umum;<49992>
Olah data SEM dengan program Amos (analysis of moment structure) konsep & praktik;520;Ilmu-ilmu murni;<49849><49994>
Pendidikan politik kepemimpinan dan kepeloporan;370;Ilmu-ilmu sosial;<50638>
Trik no.1 otodidak pintar percakapan bahasa inggris;422;Bahasa;<49999>
KOI;639;Ilmu-ilmu terapan;<49997>
Konsep Pengetahuan sikap perilaku persepsi stres kecemasan;611;Ilmu-ilmu terapan;<49996>
PANCASILA DAN UUD 45;321;Ilmu-ilmu sosial;<15.107.1><15.107.2>
Pancasila & undang-undang;348;Ilmu-ilmu sosial;<27069><27070><27071><27072><27073><27074><27075>
Teori Keuangan & Pasar Model;657;Ilmu-ilmu terapan;<T00790011>
